filename	operator	randstr
anat/sub-019_T1w.nii.gz	n/a	8858979b
func/sub-019_task-game_run-01_bold.nii.gz	n/a	588949c7
func/sub-019_task-game_run-02_bold.nii.gz	n/a	06c526f8
func/sub-019_task-game_run-03_bold.nii.gz	n/a	03277a5e
