filename	operator	randstr
anat/sub-026_T1w.nii.gz	n/a	79f5d18c
func/sub-026_task-game_run-01_bold.nii.gz	n/a	ddf1f133
func/sub-026_task-game_run-02_bold.nii.gz	n/a	686de0a4
func/sub-026_task-game_run-03_bold.nii.gz	n/a	537bb495
