filename	operator	randstr
anat/sub-024_T1w.nii.gz	n/a	0046873f
func/sub-024_task-game_run-01_bold.nii.gz	n/a	fe3cbc0a
func/sub-024_task-game_run-02_bold.nii.gz	n/a	abb64dd9
func/sub-024_task-game_run-03_bold.nii.gz	n/a	b69f948b
