filename	operator	randstr
anat/sub-016_T1w.nii.gz	n/a	15702823
func/sub-016_task-game_run-01_bold.nii.gz	n/a	4f208b53
func/sub-016_task-game_run-02_bold.nii.gz	n/a	86e5bf2b
func/sub-016_task-game_run-03_bold.nii.gz	n/a	5395b1ff
