filename	operator	randstr
anat/sub-041_T1w.nii.gz	n/a	61f36160
func/sub-041_task-game_run-01_bold.nii.gz	n/a	80c90fc5
func/sub-041_task-game_run-02_bold.nii.gz	n/a	4f6b7bc2
func/sub-041_task-game_run-03_bold.nii.gz	n/a	4d1a204a
