filename	operator	randstr
anat/sub-032_T1w.nii.gz	n/a	820e273f
func/sub-032_task-game_run-01_bold.nii.gz	n/a	7a1b4867
func/sub-032_task-game_run-02_bold.nii.gz	n/a	6757cf35
func/sub-032_task-game_run-03_bold.nii.gz	n/a	eef44935
