filename	operator	randstr
anat/sub-005_T1w.nii.gz	n/a	b62136ea
func/sub-005_task-game_run-01_bold.nii.gz	n/a	e62ae6ba
func/sub-005_task-game_run-02_bold.nii.gz	n/a	5e94e0a8
func/sub-005_task-game_run-03_bold.nii.gz	n/a	98338686
