filename	operator	randstr
anat/sub-022_T1w.nii.gz	n/a	b08d107f
func/sub-022_task-game_run-01_bold.nii.gz	n/a	83f17c6f
func/sub-022_task-game_run-02_bold.nii.gz	n/a	582d72cd
func/sub-022_task-game_run-03_bold.nii.gz	n/a	7971173a
