filename	operator	randstr
anat/sub-009_T1w.nii.gz	n/a	709bfa3e
func/sub-009_task-game_run-01_bold.nii.gz	n/a	c8512c07
func/sub-009_task-game_run-02_bold.nii.gz	n/a	5d81ee44
func/sub-009_task-game_run-03_bold.nii.gz	n/a	8f7efc97
