filename	operator	randstr
anat/sub-025_T1w.nii.gz	n/a	5a8c87b4
func/sub-025_task-game_run-01_bold.nii.gz	n/a	bea49eea
func/sub-025_task-game_run-02_bold.nii.gz	n/a	4a7b05d5
func/sub-025_task-game_run-03_bold.nii.gz	n/a	c9365953
