filename	operator	randstr
anat/sub-021_T1w.nii.gz	n/a	e60590f2
func/sub-021_task-game_run-01_bold.nii.gz	n/a	50681ff8
func/sub-021_task-game_run-02_bold.nii.gz	n/a	bcf99edc
func/sub-021_task-game_run-03_bold.nii.gz	n/a	b51d8952
