filename	operator	randstr
anat/sub-036_T1w.nii.gz	n/a	d4a84f60
func/sub-036_task-game_run-01_bold.nii.gz	n/a	82649607
func/sub-036_task-game_run-02_bold.nii.gz	n/a	81ae035b
func/sub-036_task-game_run-03_bold.nii.gz	n/a	9aee89e3
